artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,artist_count
Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,243716,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,latin,1
Los Hermanos,Ventura,Deixa o Verão,159933,False,0.568,0.811,3,-6.509,0,0.0358,0.473,0.0997,0.261,0.966,136.987,4,r-n-b,1
Freedy Johnston,This Perfect World,This Perfect World,275293,False,0.591,0.395,1,-12.134,0,0.026,0.332,0.0167,0.121,0.217,95.955,4,power-pop,1
Vybz Kartel,Riddim Driven: Sidewalk University,Beyonce Wine,233573,False,0.747,0.511,9,-15.605,0,0.266,0.139,0.0,0.0849,0.72,120.114,5,j-dance,1
Don Omar,Reggaeton Mix Perreito,Guaya Guaya,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,reggaeton,1
Chingadazo de Kung Fu,Me Pongo Hasta la Madre Porque Estoy Hasta la Madre,Epitafio (Perdón por Ser Rock And Roll),151558,False,0.577,0.894,9,-2.555,1,0.0413,0.0104,0.0,0.36,0.77,127.513,4,punk-rock,1
Djavan,"Djavan ""Ao Vivo""",Lilás (Ao Vivo),273666,False,0.421,0.865,7,-6.677,0,0.16,0.104,3.85e-06,0.728,0.58,145.475,4,mpb,1
Kevin Kern,In the Enchanted Garden,After the Rain,250666,False,0.374,0.0388,10,-23.212,1,0.0563,0.993,0.923,0.117,0.0998,124.013,4,new-age,1
Courting,David Byrne's Badside,David Byrne's Badside,197393,False,0.328,0.906,0,-5.707,1,0.0709,0.00133,6.52e-06,0.349,0.571,149.674,4,psych-rock,1
Pablo Chill-E,S.U.N.O,Majin Boo,151714,True,0.805,0.667,0,-7.024,1,0.0893,0.0737,0.0,0.0661,0.722,140.062,4,latino,1
Days N Daze,Show Me the Blueprints.,Fast Track,144009,False,0.446,0.621,10,-5.065,1,0.037,0.721,0.0,0.0881,0.867,113.896,4,acoustic,1
Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,Message (Original Version),256506,False,0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97e-06,0.318,0.589,126.764,4,j-rock,1
Bring Me The Horizon;YUNGBLUD,POST HUMAN: SURVIVAL HORROR,Obey (with YUNGBLUD),220538,True,0.462,0.99,1,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,4,metal,2
Glee Cast;Darren Criss,"Glee: The Music, The Christmas Album","Baby, It's Cold Outside (feat. Darren Criss)",166546,False,0.52,0.27,8,-9.806,1,0.0299,0.616,0.0,0.109,0.509,110.789,4,club,2
Cigarettes After Sex,Neon Moon,Neon Moon,225767,False,0.269,0.489,4,-11.099,1,0.0303,0.0972,0.0935,0.102,0.277,180.247,4,indie,1
Megaraptor,Transformers Prime Theme,Transformers Prime Theme,238000,False,0.332,0.922,4,-9.228,0,0.0645,0.000153,0.894,0.744,0.175,170.098,4,heavy-metal,1
Bullet For My Valentine,Shatter,Shatter - Edit,281757,False,0.413,0.923,9,-4.487,1,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,4,metalcore,1
Deep Chills;IVIE;LODE,Run Free (The Remixes),Run Free - LODE Remix,176953,False,0.735,0.589,7,-5.75,1,0.0417,0.179,0.0,0.206,0.471,102.054,4,deep-house,3
Gary Lightbody;Johnny McDaid,"This Is How You Walk On (From ""Gifted"")","This Is How You Walk On - From ""Gifted""",246186,False,0.384,0.408,9,-9.064,1,0.0278,0.263,0.000352,0.127,0.292,79.463,4,british,2
Ed Solo;Leanne Louise,Welcome To The Jungle - Gold (The Best Of Jungle Cakes),Thank You,196457,False,0.694,0.914,8,-3.563,0,0.069,0.00187,0.0557,0.0916,0.395,174.973,4,breakbeat,2
Cuco Sánchez;Fernando Zenaido Maldonado,Blues,Sortilegio,169119,False,0.619,0.189,10,-15.253,1,0.0367,0.903,0.00106,0.189,0.511,103.486,4,guitar,2
Claptone;Dizzy;Nora En Pure,Queen of Ice (Nora En Pure Remix),Queen of Ice - Nora En Pure Remix,199500,False,0.694,0.687,1,-7.87,0,0.0368,0.0772,5.29e-06,0.0754,0.246,119.995,4,deep-house,3
Nirvana,MTV Unplugged In New York,Plateau,218133,False,0.45,0.501,4,-12.611,1,0.0712,0.49,2.51e-05,0.552,0.327,84.841,4,grunge,1
ZUTOMAYO,J-Pop 輕旅行,ミラーチューン,249273,False,0.704,0.933,0,-2.383,0,0.0863,0.357,0.0,0.353,0.895,127.965,4,j-pop,1
Sam Hunt,Body Like A Back Road,Body Like A Back Road,165386,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,4,country,1
Alka Yagnik;Udit Narayan,Taal (Original Motion Picture Soundtrack),Taal Se Taal,378026,False,0.682,0.532,7,-14.121,1,0.0966,0.0155,0.00041,0.128,0.614,95.007,4,k-pop,2
Kevin Roldan,Clásicos de ahora: Perreo,PPP,129332,False,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,reggae,1
CAN,Ege Bamyasi (Remastered),Vitamin C,212000,False,0.629,0.653,4,-12.578,0,0.0448,0.00615,0.734,0.143,0.853,117.13,4,psych-rock,1
Jimmy Eat World,Clarity: Phoenix Sessions,Believe in What You Want,189915,False,0.512,0.899,5,-5.818,1,0.0406,0.000672,0.00118,0.239,0.652,74.999,4,power-pop,1
Cylob,Cymply The Best 93-01,"Cut the Midrange, Drop the Bass",232733,False,0.571,0.851,1,-9.873,1,0.087,0.0107,3.6e-05,0.346,0.644,164.98,5,idm,1
keshi,GABRIEL,HELL/HEAVEN,160042,False,0.621,0.417,2,-9.719,1,0.0324,0.303,9.18e-06,0.31,0.204,133.902,4,chill,1
Cosmic Gate;Diana Miro,Black Hole House Music 10-22,Hear Me Out - Extended Mix,445406,False,0.602,0.916,9,-5.91,0,0.0413,0.00277,0.56,0.0864,0.036,122.997,4,german,2
:Wumpscut:,Bunkertor 7,Die in Winter,281493,False,0.533,0.778,1,-7.344,1,0.0321,0.0125,0.683,0.649,0.286,100.002,3,industrial,1
Josh A;iamjakehill,Save Our Souls,Worst Mistakes,156265,True,0.713,0.492,1,-7.624,0,0.0784,0.477,0.0,0.104,0.396,82.519,4,emo,2
Within Temptation,Black Symphony,The Truth Beneath The Rose,442773,False,0.227,0.867,3,-6.857,0,0.063,0.00189,3.52e-06,0.959,0.191,119.487,4,goth,1
Jason Ross;MitiS;Dia Frampton,Take You Home (feat. Dia Frampton),Take You Home (feat. Dia Frampton),218322,False,0.505,0.73,4,-4.907,1,0.0539,0.595,8.03e-06,0.104,0.208,155.004,4,dub,3
MILES,MOSH PIT,MOSH PIT,127058,False,0.794,0.731,9,-5.379,0,0.0423,0.0166,0.0,0.155,0.862,140.021,4,sad,1
Umberto Giordano;Montserrat Caballé;Leo Nucci;Astrid Varnay;Kathleen Kuhlmann;National Philharmonic Orchestra;Riccardo Chailly,Giordano: Andrea Chénier,"Andrea Chénier / Act 1: Il giorno intorno già s'insera lentamente! ... Via,",135400,False,0.215,0.0538,2,-25.791,1,0.051,0.979,0.000551,0.52,0.0745,79.3,3,opera,7
Rie fu,Rie fu,Life is Like a Boat,300306,False,0.666,0.371,11,-8.471,1,0.0274,0.502,4.55e-05,0.211,0.468,100.258,4,j-pop,1
Dantiez;Andre Salmon;Kwedjatey,Day 'N Nite,Day N’ Nite,349680,False,0.794,0.853,5,-9.631,1,0.0595,0.00145,0.582,0.0648,0.371,125.014,4,detroit-techno,3
CoComelon,Nursery Rhymes by CoComelon,Are We There Yet?,148081,False,0.864,0.259,3,-12.584,1,0.0428,0.192,0.0,0.0935,0.829,90.027,4,children,1
Pranish VP,Get You The Moon X Agar Tum Saath Ho,Get You The Moon X Agar Tum Saath Ho,236579,False,0.652,0.372,0,-8.823,0,0.035,0.832,2.86e-06,0.117,0.13,118.934,4,indian,1
Avenged Sevenfold,Nightmare,Buried Alive,404386,True,0.607,0.804,9,-5.209,0,0.0296,0.00116,0.0,0.159,0.469,139.983,4,metal,1
Tommy Olivencia y Su Orquesta,Fiesta De Soneros,La Fiesta De Soneros,231376,False,0.621,0.618,7,-6.575,0,0.041,0.676,0.234,0.0662,0.962,95.057,4,salsa,1
L'Algérino,"Va Bene (Extrait de la BOF de ""Taxi 5"")","Va Bene - Extrait de la BOF de ""Taxi 5""",198680,True,0.786,0.95,0,-2.782,0,0.056,0.11,0.0,0.121,0.756,100.073,4,french,1
DJ Snake;Selena Gomez;Ozuna;Cardi B,Carte Blanche,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,electronic,4
DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),BazeFaze - SPLT SCND INTERLUDE RMX 12,70500,False,0.54,0.906,11,-5.905,1,0.0497,0.0132,0.85,0.399,0.403,150.029,4,happy,2
Ben Platt,Imagine (Acoustic),Imagine - Acoustic,181914,False,0.617,0.227,1,-9.59,1,0.0321,0.815,0.0,0.102,0.367,94.101,4,show-tunes,1
K. S. Harisankar;Shreya Ghoshal;Kailas,"Jeevamshamayi (From ""Theevandi"")","Jeevamshamayi (From ""Theevandi"")",323179,False,0.344,0.328,0,-9.71,1,0.0361,0.833,1.29e-06,0.0731,0.525,83.927,4,malay,3
The Platters,The Platters,My Prayer,167800,False,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,3,rockabilly,1
The Spencer Davis Group,Gimme Some Lovin' / Blues In F,Gimme Some Lovin' - Single Mix,178840,False,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,4,psych-rock,1
Röyksopp,Me&Youphoria,Me&Youphoria - Edit,206285,False,0.479,0.852,5,-6.573,1,0.0319,0.00467,0.0397,0.4,0.371,104.985,4,trip-hop,1
The Black Keys,OK Boomers - Top Tunes,Keep My Name Outta Your Mouth,189356,False,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,blues,1
Enrique Guzman,La Gran Colección del 60 Aniversario CBS - Enrique Guzmán,Las Hojas Muertas,217520,False,0.208,0.459,7,-5.928,0,0.0312,0.642,1.48e-06,0.414,0.232,80.359,4,rock-n-roll,1
Technikore;Vicky Fee;Macks Wolf,Stay Forever,Stay Forever - Macks Wolf Remix,222709,False,0.461,0.931,3,-2.419,0,0.0391,0.000139,0.000201,0.119,0.329,169.903,4,happy,3
Lamb of God,Lamb of God (Deluxe Version),Ghost Shaped People,245948,True,0.235,0.988,2,-3.291,1,0.17,1.93e-05,0.814,0.158,0.194,171.599,4,metalcore,1
Marilyn Manson,Twisted Halloween Hits,WE ARE CHAOS,240213,True,0.373,0.857,0,-3.546,1,0.0528,0.000999,0.00138,0.408,0.235,137.084,4,alternative,1
Anita Mui,戲劇人生,女人心,261549,False,0.613,0.49,10,-6.926,0,0.0283,0.565,6.26e-06,0.101,0.107,124.362,4,cantopop,1
GIRLFRIEND,HOUSE,sky & blue,238133,False,0.535,0.942,8,-2.892,1,0.0625,0.034,0.0,0.191,0.812,157.03,4,j-rock,1
Sergei Lemeshev,Сергей Лемешев. 20 золотых песен,Весна,153493,False,0.446,0.0891,5,-20.31,1,0.0399,0.991,4.39e-05,0.0953,0.221,92.73,4,romance,1
Justnormal,Don't You Leave,Find Peace,125579,False,0.745,0.418,9,-7.27,0,0.0462,0.887,0.774,0.105,0.738,103.502,4,study,1
Gojira,Fortitude,Born For One Thing,260741,False,0.215,0.971,9,-4.897,1,0.0761,3.67e-05,0.624,0.308,0.376,145.913,4,death-metal,1
Vincent;JT Roach,Marathon,Marathon,219230,False,0.398,0.347,4,-9.647,1,0.0351,0.595,0.00166,0.0858,0.344,129.891,4,dub,2
Hector Tricoche,Oro Salsero (20 Éxitos),Motorízame,289840,False,0.807,0.652,7,-6.131,1,0.0519,0.392,0.000108,0.0462,0.83,166.019,4,salsa,1
Lucas Estrada;NSH;Alon;Stef Classens,It's On Me,It's On Me,144406,False,0.555,0.863,10,-5.502,1,0.273,0.508,0.0,0.338,0.492,118.246,4,deep-house,4
Camille Saint-Saëns;Yo-Yo Ma;Kathryn Stott,Songs from the Arc of Life,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",174266,False,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,french,3
Arnez J,Racially Motivated,Lawn Mowing,188320,True,0.567,0.95,5,-4.793,1,0.875,0.873,0.0,0.788,0.439,103.68,4,comedy,1
Winds of Plague,Against the World,One for the Butcher,269413,False,0.289,0.881,4,-6.48,1,0.0715,3.87e-05,0.724,0.358,0.301,130.034,4,black-metal,1
Grizzly Bear,Veckatimest,Two Weeks,243160,False,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,r-n-b,1
Tom Walker,What a Time To Be Alive,Just You and I,174982,False,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,4,folk,1
VAX;Ellise,What Are We Waiting For (feat. Ellise),What Are We Waiting For (feat. Ellise),161349,False,0.622,0.608,4,-8.494,0,0.0597,0.354,0.0,0.131,0.205,139.966,4,swedish,2
Shiba San;Millad,#PlasticFreeParty,Freedom,232330,False,0.809,0.902,1,-6.572,0,0.0745,0.00102,0.604,0.0451,0.0773,126.981,4,french,2
Ochre,Project Caelus,Orford Sentinel,72426,False,0.572,0.407,9,-18.698,1,0.0717,0.948,0.911,0.181,0.15,103.807,3,idm,1
"Original (German) Cast of ""Tanz Der Vampire""",Tanz Der Vampire,Ein perfekter Tag,231573,False,0.378,0.199,9,-18.971,1,0.186,0.778,1.71e-06,0.114,0.242,77.657,4,show-tunes,1
System Of A Down,System Of A Down,Spiders,215440,False,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,4,metal,1
Bayaan,Suno,Teri Tasveer,298905,False,0.549,0.432,1,-9.741,0,0.0295,0.655,0.227,0.0907,0.229,118.941,3,indie,1
Ahiyan,SAKLAYANLARDANIM,Mahkeme Şarkısı,148971,False,0.624,0.452,0,-9.297,0,0.0361,0.027,1.44e-05,0.244,0.187,74.015,4,turkish,1
Enrique Guzman,15 Exitos De Enrique Guzman Vol. ll,Más (More),133200,False,0.343,0.447,2,-10.238,1,0.0327,0.742,0.0,0.308,0.536,90.833,3,rock-n-roll,1
Billy Squier,Rock n Roll Christmas,"Christmas Is The Time To Say ""I Love You""",174780,False,0.505,0.687,1,-11.207,1,0.0462,0.234,0.0,0.874,0.72,104.315,4,metal,1
The Jackson 5,Christmas Faves 2022,Santa Claus Is Coming To Town,144080,False,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,soul,1
Sturgill Simpson,Just Best Covers,In Bloom,240640,False,0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,singer-songwriter,1
Erasure,World Be Live,Chains of Love - Live,240613,False,0.696,0.776,0,-8.386,1,0.0367,0.0338,8.06e-05,0.384,0.248,124.972,4,synth-pop,1
Bioweapon;Code Black;Audiofreq,Reload The Weapon EP,Make A Move - Edit,214400,False,0.56,0.982,7,-2.949,0,0.04,0.0589,0.608,0.411,0.676,150.036,4,hardstyle,3
Rygin King,Therapy,No Other One Like You,188387,True,0.899,0.579,5,-7.402,0,0.205,0.412,4.6e-05,0.108,0.713,92.974,4,j-dance,1
JACK,One Wish,One Wish,189511,False,0.739,0.67,8,-8.459,0,0.0843,0.333,0.0,0.273,0.429,123.98,4,groove,1
Gojira,Fortitude,The Chant,312751,False,0.494,0.874,8,-3.831,1,0.031,1.74e-05,0.0621,0.0873,0.485,124.064,4,groove,1
Kiro Akiyama,From DROPOUT,Caffeine,243253,False,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996,4,anime,1
Traditional;Gabrieli;Paul McCreesh,Klassische Weihnachtsmusik,There Is No Rose Of Swych Vertu,295680,False,0.138,0.011,7,-38.928,1,0.0531,0.981,0.0499,0.0878,0.0398,73.057,3,sleep,3
GhostDragon;Exede,Strangers Again,Strangers Again,245760,False,0.536,0.558,1,-6.787,1,0.0293,0.119,0.0,0.0819,0.127,125.078,4,dubstep,2
Eric Ardouin,éternité,éternité,199488,False,0.15,0.0055,8,-35.474,1,0.0424,0.935,0.841,0.0765,0.0468,62.383,4,sleep,1
Tim Maia,As Inesquecíveis De Tim Maia,Telefone,249800,False,0.495,0.439,3,-11.327,0,0.0283,0.201,0.0,0.0707,0.546,174.663,3,mpb,1
Ann Sweeten,A Place in the Sun,Echoes,187733,False,0.192,0.171,0,-17.621,1,0.0339,0.974,0.937,0.0958,0.0698,65.834,3,new-age,1
Martin Garrix;Dawn Golden,Seven,Sun Is Never Going Down (feat. Dawn Golden),204418,False,0.506,0.726,5,-5.964,0,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,4,progressive-house,2
DJ Flex,Hold Me Down,Hold Me Down,195000,False,0.679,0.571,3,-8.997,0,0.0403,0.449,0.0136,0.271,0.824,99.984,4,club,1
BTS,MAP OF THE SOUL : 7,Moon,208589,False,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,4,k-pop,1
Los Fabulosos Cadillacs,El Arte de la Elegancia de LFC,Contrabando de Amor,176333,False,0.662,0.88,7,-6.104,1,0.0356,0.109,1.36e-05,0.386,0.937,154.893,4,ska,1
Casuarina;Moinho,Roda de Samba do Casuarina e Convidados,Rosa Morena,187293,False,0.538,0.857,7,-6.395,1,0.0494,0.725,0.0166,0.773,0.728,106.679,4,samba,2
Our Last Night,you broke me first,you broke me first,168145,True,0.515,0.949,1,-3.521,0,0.0806,0.000103,1.22e-05,0.348,0.308,124.069,4,metalcore,1
Kathy Brown;Jet Boot Jack;Sebb Junior,"House Music Rising, Vol. 1",Bringing the Good Times Back - Sebb Junior Remix,381639,False,0.893,0.959,8,-7.981,0,0.169,0.00945,0.669,0.0845,0.45,126.017,4,deep-house,3
Afrojack;Ally Brooke,All Night (feat. Ally Brooke),All Night (feat. Ally Brooke),166413,False,0.593,0.877,0,-3.825,0,0.0677,0.123,0.0,0.503,0.635,123.76,4,progressive-house,2
Falling In Reverse,Just Like You (Deluxe Edition),Sexy Drug,194671,False,0.367,0.978,5,-2.308,1,0.232,0.00146,0.0,0.113,0.639,135.15,4,metalcore,1
Rob Cantor,Disney Junior Music: Lullabies Vol. 2,Vampire Lullaby,85282,False,0.489,0.148,7,-13.927,1,0.0407,0.987,0.962,0.0652,0.315,105.921,3,disney,1
Los Antiguos,Oro Para las Naves,Pa el monstruo,201253,False,0.349,0.927,4,-4.155,1,0.0986,0.000126,0.0458,0.261,0.334,105.114,4,heavy-metal,1
CIRRUS,Counterfeit,Half a Cell,276243,False,0.505,0.854,4,-4.862,0,0.0537,0.0177,0.00523,0.352,0.541,179.976,4,breakbeat,1
Pink Floyd,The Wall,Waiting for the Worms,237097,False,0.568,0.413,7,-13.594,1,0.0339,0.582,0.00541,0.535,0.634,75.866,4,psych-rock,1
Cidade Verde Sounds,Leve,Leve,228458,False,0.868,0.561,6,-8.507,0,0.0441,0.392,0.0,0.0719,0.797,128.014,4,dub,1
J Balvin;Ryan Castro,Nivel De Perreo,Nivel De Perreo,151573,True,0.802,0.828,1,-3.601,1,0.0756,0.0217,0.0,0.0692,0.722,91.983,4,latino,2
ENØS,Eternal Roamer,Eternal Roamer,387593,False,0.753,0.831,1,-11.248,1,0.0378,0.00102,0.856,0.112,0.0358,124.986,4,techno,1
James Brown,Home For Christmas 2022,Santa Claus Go Straight To The Ghetto,181052,False,0.639,0.61,0,-6.101,1,0.0446,0.481,0.0,0.203,0.812,139.608,4,soul,1
Groundation,Each One Teach One (Remixed and Remastered),Wanna Know - Remixed and Remastered,355440,False,0.812,0.502,5,-7.412,1,0.192,0.0546,0.000955,0.0834,0.608,116.814,4,dub,1
Shola Ama,Gourmet Soul,You Might Need Somebody,291000,False,0.684,0.538,6,-6.935,1,0.0309,0.165,0.00332,0.387,0.638,82.539,4,garage,1
Yuvan Shankar Raja;Suriya;Andrea Jeremiah,Anjaan (Original Motion Picture Soundtrack),Ek Do Teen,237333,False,0.62,0.672,10,-5.859,0,0.0362,0.0604,2.54e-05,0.0684,0.719,67.54,4,k-pop,3
Last Days Of Humanity,Hymns of Indigestible Suppuration,Reeking Mush Beneath Each Cavity,89306,False,0.311,0.981,1,-5.816,0,0.136,0.00127,0.908,0.365,0.62,121.462,4,grindcore,1
Baby Sweet Dream,Baby White Noise Series - White Noise Collection,Clothes Dryer,300000,False,0.395,0.161,8,-30.868,1,0.0562,0.894,0.341,0.12,0.0396,123.577,4,sleep,1
Kacey Musgraves;Camila Cabello,Holidays Are Coming,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2
Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,grunge,1
Bacao Rhythm & Steel Band,Expansions,Kaiso Noir (Bonus Track),240464,False,0.815,0.618,4,-8.167,1,0.0515,0.0231,0.824,0.142,0.964,119.882,4,afrobeat,1
DJ Snake;Selena Gomez;Ozuna;Cardi B,Fiesta portatil,Taki Taki,212500,True,0.843,0.802,1,-4.167,0,0.228,0.158,5e-06,0.0642,0.618,95.881,4,electro,4
Zacke,I ett case,I ett case,218080,True,0.659,0.525,1,-8.809,0,0.36,0.632,0.0,0.136,0.435,152.019,4,swedish,1
Joel Corry;MNEK,La Fine dell'Estate,Head & Heart,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,house,2
J Balvin,Halloween 2022 Perreo Vol. 1,Ambiente,249253,False,0.789,0.736,2,-6.279,0,0.0896,0.136,0.0,0.681,0.782,81.014,4,latin,1
Arsames,Immortal Identity,Homo Sapiens,278752,False,0.434,0.983,6,-3.68,1,0.131,1.76e-05,0.699,0.0461,0.183,159.943,4,iranian,1
Bryan Adams,All I Want For Christmas Is You,Merry Christmas,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,songwriter,1
Black Eyed Peas,OO's Music Grandi Successi,My Humps,326960,False,0.802,0.682,1,-5.919,0,0.225,0.112,1.63e-05,0.109,0.586,123.94,4,dance,1
my little airport,適婚的年齡,love disabled,164101,False,0.597,0.525,0,-10.269,1,0.0448,0.525,0.000411,0.112,0.638,113.928,4,cantopop,1
Wiz Khalifa,Rap Ice,Still Wiz,170987,False,0.833,0.664,4,-5.358,0,0.135,0.0537,0.0,0.0637,0.334,90.052,4,dance,1
Michael Bublé,love (Deluxe Edition),Love You Anymore,182666,False,0.693,0.257,6,-7.785,1,0.0356,0.869,0.0,0.11,0.603,90.012,4,j-pop,1
Big & Rich;Bon Jovi,Country Car Hits,Born Again,234946,False,0.476,0.888,0,-4.926,1,0.0534,0.0131,0.0,0.277,0.617,162.0,4,country,2
Nirvana,Bleach,Floyd The Barber,138047,False,0.443,0.878,8,-6.717,0,0.0418,0.000788,0.56,0.0623,0.683,136.567,4,grunge,1
Ernest Tubb,The Living Legend,Half My Hearts In Texas,132571,False,0.744,0.326,2,-15.297,1,0.042,0.786,0.00176,0.128,0.961,92.745,4,honky-tonk,1
Jacob's Piano,"Hymn to the Sea (From ""Titanic"")","Hymn to the Sea (From ""Titanic"")",147000,False,0.246,0.0794,2,-22.618,1,0.0341,0.87,0.947,0.106,0.0343,135.113,4,new-age,1
Misfits,Rock & Halloween,Halloween,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,punk-rock,1
Patricio Rey y sus Redonditos de Ricota,Gulp!,Criminal Mambo,292706,False,0.338,0.596,0,-9.381,1,0.0339,0.00976,0.00216,0.0892,0.314,96.923,4,punk-rock,1
Animadrop,Aethra,Aethra,413538,False,0.463,0.921,11,-2.845,0,0.117,0.0134,0.000191,0.152,0.0752,129.941,4,dubstep,1
Brownout;Brown Sabbath,"Brownout Presents Brown Sabbath, Vol. II",Snowblind,375112,False,0.438,0.737,1,-6.648,0,0.0335,0.00038,0.00358,0.339,0.402,113.957,4,afrobeat,2
Santhosh Dhayanidhi;Rakshita Suresh,Kutty Pattas,Kutty Pattas,239103,False,0.895,0.467,5,-10.48,0,0.199,0.178,0.0,0.0802,0.742,132.955,4,pop,2
Level,All In,Get In There (feat. Level),243000,True,0.658,0.612,1,-6.204,1,0.155,0.000263,0.0,0.512,0.407,80.016,4,metalcore,1
Ícaro e Gilmar,Sextou BB 4 Completo (Ao Vivo em Goiânia),Que Amigo É Esse (Ao Vivo),163879,False,0.385,0.67,9,-4.308,0,0.0413,0.717,0.0,0.458,0.541,142.039,4,sertanejo,1
Black Tambourine,Black Tambourine,I Was Wrong,94680,False,0.499,0.933,9,-4.22,0,0.0377,0.0425,0.928,0.288,0.977,126.508,4,club,1
DJ Sliink;Skrillex;Wale;Austin Millz,Saint Laurent,Saint Laurent,152727,True,0.551,0.765,1,-7.661,0,0.358,0.0117,0.0016,0.224,0.537,131.712,4,club,4
Racionais MC's;DJ Cia,Cores & Valores,Preto Zica,123370,False,0.742,0.606,1,-7.277,0,0.222,0.0598,0.00028,0.14,0.582,85.005,4,brazil,2
Lacuna Coil,In a Reverie,Veins of Glass,313026,False,0.521,0.755,9,-8.451,0,0.0332,0.0119,0.00028,0.154,0.33,120.089,4,goth,1
Aborted,Goremageddon - The Saw And The Carnage Done,Sea Of Cartilage,182640,False,0.215,0.993,7,-3.679,1,0.174,3.11e-06,0.849,0.336,0.0396,108.108,4,grindcore,1
Rashid Beibutov,Arshin Mul Ullun,Hasrat(gizil Deglama),214752,False,0.268,0.142,4,-10.601,1,0.0343,0.987,0.0,0.175,0.253,70.684,4,romance,1
Guaco,Amazonas,Deja,302000,False,0.76,0.672,9,-12.2,1,0.0437,0.466,1.23e-05,0.0989,0.86,100.01,4,salsa,1
BiS,Hey boy hey girl,Hey boy hey girl,223155,False,0.511,0.984,6,-2.154,1,0.0468,0.000625,0.232,0.167,0.781,150.129,4,j-idol,1
Tream;HBz,Layla sitzt dicht im Flieger,Goldmarie,166346,False,0.547,0.813,8,-6.425,1,0.314,0.0514,0.0,0.147,0.388,149.942,4,party,2
Badfinger,Magic Christian Music (Remastered 2010 / Deluxe Edition),Maybe Tomorrow - Remastered 2010,180600,False,0.363,0.397,9,-10.053,1,0.0398,0.585,0.0,0.0983,0.23,81.192,4,psych-rock,1
Immortal,Sons of Northern Darkness,Tyrants,376906,False,0.383,0.771,2,-7.227,1,0.0415,6.99e-06,0.703,0.136,0.246,90.142,4,black-metal,1
Jasleen Royal;Ranveer Allahbadia;Ujjwal Kashyap,Sang Rahiyo,Sang Rahiyo,213288,False,0.629,0.528,10,-11.374,1,0.0247,0.791,0.000222,0.0617,0.397,93.982,4,indian,3
Avslappning Sound,Relaxed Spa,Midnight Forest,128289,False,0.114,0.139,4,-19.116,0,0.049,0.771,0.956,0.141,0.0346,75.952,4,sleep,1
